Property_ID,Type,City,Size_SqFt,Bedrooms,Bathrooms,Year_Built,Listing_Price,Rental_Price,Neighborhood,Status
6128,Condo,Los Angeles,4860,2,2,1992,1788594.148,2771.734345,Beverly Hills,Sold
6129,Condo,New York,2553,3,3,1954,1822888.745,6056.15435,Bronx,Available
6130,House,San Francisco,667,3,1,1981,397999.3738,2860.273685,Downtown,Sold
6131,House,San Francisco,2666,3,3,1994,1583153.61,2240.151668,Downtown,Rented
6132,Apartment,Miami,4769,5,3,1992,999166.3385,7877.297834,Little Havana,Rented
6133,House,Chicago,3506,1,3,2020,1393938.277,1196.099945,Lincoln Park,Available
6134,House,Chicago,686,4,2,1971,1001906.093,2846.13433,Hyde Park,Rented
6135,Condo,Los Angeles,4546,3,1,1990,249457.1282,6805.265751,Santa Monica,Sold
6136,House,New York,3440,4,2,2007,1696078.22,2021.232709,Queens,Rented
6137,Condo,New York,1797,2,3,2008,262901.5189,2428.898473,Manhattan,Rented
6138,Condo,Miami,3145,2,2,1977,784288.9867,1716.823985,Little Havana,Sold
6139,House,Miami,1716,2,2,2004,1973322.418,4889.397645,Little Havana,Rented
6140,Apartment,Chicago,3499,3,2,2000,910699.847,519.9217413,Lincoln Park,Sold
6141,Apartment,Seattle,1705,4,1,1985,1658552.648,7067.744989,Downtown,Sold
6142,Townhouse,New York,727,1,1,2017,420955.1574,3315.514586,Bronx,Sold
6143,Townhouse,Seattle,3113,5,3,1992,1677123.98,4260.083231,Downtown,Sold
6144,House,New York,2636,4,2,1955,976307.053,2365.270219,Queens,Sold
6145,Apartment,Seattle,4231,5,3,2000,1068867.647,815.3100547,Capitol Hill,Rented
6146,Condo,Seattle,749,4,2,2002,1940443.688,7717.549334,Capitol Hill,Sold
6147,Townhouse,New York,2772,3,3,1960,1783661.183,7105.465317,Manhattan,Sold
6148,Condo,Los Angeles,3450,1,1,1999,760766.3634,2572.381328,Santa Monica,Sold
6149,Townhouse,Los Angeles,3518,3,3,1966,1903873.969,1245.257142,Hollywood,Rented
6150,House,Miami,2715,2,1,1995,295930.4235,3876.222075,Downtown,Sold
6151,Apartment,Seattle,2759,1,2,1995,149753.3731,4629.781373,Capitol Hill,Sold
6152,Townhouse,Seattle,2296,4,2,1990,1112013.197,4778.429371,Capitol Hill,Sold
6153,Apartment,Seattle,3744,3,2,2000,1562804.776,7375.20077,Queen Anne,Rented
6154,Condo,Seattle,796,5,3,1960,519786.081,5547.413181,Capitol Hill,Available
6155,House,Seattle,2427,3,3,2000,252560.0355,5121.46609,Downtown,Sold
6156,Apartment,Chicago,2756,3,3,1976,1706465.845,1141.047074,Hyde Park,Sold
6157,House,San Francisco,1957,4,1,1998,1974002.078,4435.354386,SoMa,Sold
6158,Apartment,Seattle,4046,4,2,1965,1419200.669,4646.935844,Queen Anne,Rented
6159,Condo,Chicago,3627,2,2,1999,1953002.039,5224.218269,The Loop,Sold
6160,Condo,Los Angeles,2759,1,1,1964,1682085.119,1706.273383,Santa Monica,Sold
6161,House,Seattle,4164,3,1,2003,578519.3217,7706.119412,Capitol Hill,Sold
6162,Condo,Los Angeles,2089,5,2,1963,308584.8533,4792.637329,Santa Monica,Rented
6163,Townhouse,Miami,595,4,2,1975,1636952.641,3623.225703,South Beach,Rented
6164,Apartment,San Francisco,4432,4,1,1989,1353237.071,5477.837171,Mission District,Sold
6165,Condo,New York,1859,2,1,1967,1644488.725,1585.491019,Queens,Sold
6166,Townhouse,San Francisco,2239,1,2,1975,1464900.486,3771.260392,SoMa,Sold
6167,House,Seattle,4294,2,2,1967,1059800.298,5907.256932,Queen Anne,Rented
6168,Townhouse,Seattle,1852,4,1,1950,1887566.997,7553.885867,Queen Anne,Rented
6169,House,San Francisco,2042,5,2,1965,1531763.264,3850.036519,Mission District,Rented
6170,House,San Francisco,3167,2,1,1970,116195.5448,5228.765784,Downtown,Rented
6171,Apartment,Miami,1330,3,2,2021,1438093.218,3731.779867,South Beach,Rented
6172,Apartment,Los Angeles,2105,4,3,2015,1133868.777,4429.137508,Beverly Hills,Sold
6173,Townhouse,New York,3247,4,3,1952,362768.0332,4272.032648,Manhattan,Rented
6174,Apartment,San Francisco,4310,2,2,1957,926741.2018,5723.103263,Downtown,Sold
6175,Apartment,New York,721,5,1,1967,1095920.213,5400.856898,Queens,Sold
6176,Apartment,San Francisco,4451,2,3,1974,990063.4187,559.0525745,Downtown,Sold
6177,Townhouse,Los Angeles,1030,5,1,2021,925318.6965,1124.836711,Beverly Hills,Rented
6178,Condo,New York,4626,4,3,1967,1299248.385,6204.180717,Manhattan,Available
6179,Apartment,Chicago,1881,2,3,1973,1351338.974,1711.088323,Hyde Park,Sold
6180,Apartment,Los Angeles,4617,1,3,2018,1425300.218,6271.795429,Beverly Hills,Sold
6181,Townhouse,New York,1253,2,2,1975,1546731.439,6615.848756,Brooklyn,Sold
6182,Condo,San Francisco,4809,2,2,1960,1682983.943,7510.649602,Mission District,Sold
6183,Apartment,San Francisco,1688,1,1,1953,1190917.994,6604.347947,Downtown,Sold
6184,House,Los Angeles,908,1,2,1959,238564.6566,4501.195996,Santa Monica,Sold
6185,Townhouse,Los Angeles,2985,3,1,1961,793046.4751,2084.33758,Santa Monica,Rented
6186,Apartment,San Francisco,1296,1,3,1961,107203.1825,1464.946776,Downtown,Rented
6187,Apartment,New York,1360,5,2,1954,1230893.849,7054.877628,Brooklyn,Sold
6188,House,Chicago,4671,3,3,1954,1952605.796,3427.520892,Hyde Park,Sold
6189,House,Miami,865,5,1,1972,1671461.372,891.6199782,Little Havana,Sold
6190,Townhouse,Los Angeles,2014,3,2,2005,1023844.044,3105.371574,Santa Monica,Sold
6191,Townhouse,San Francisco,3434,3,2,1995,1445569.753,7015.217188,SoMa,Sold
6192,House,New York,2083,5,3,1951,1509568.474,4716.624493,Queens,Rented
6193,Townhouse,Los Angeles,998,4,2,1950,1230189.189,5310.803154,Beverly Hills,Rented
6194,House,New York,3741,4,1,1962,1782608.172,2400.743033,Bronx,Rented
6195,Apartment,Los Angeles,1869,2,2,2009,711497.3702,646.1611157,Hollywood,Sold
6196,House,San Francisco,1751,4,3,1985,1379428.271,7375.820705,Mission District,Available
6197,House,New York,1198,2,1,2011,222831.7769,1056.138656,Manhattan,Rented
6198,Condo,San Francisco,3227,4,2,2012,362674.4924,7994.654411,SoMa,Rented
6199,House,New York,2750,2,3,2016,1883069.153,7018.977965,Manhattan,Sold
6200,House,Los Angeles,2993,2,3,1965,1131839.347,1368.939185,Santa Monica,Sold
6201,Condo,Miami,631,1,3,1989,1533328.26,7995.016142,Downtown,Rented
6202,Townhouse,Miami,590,2,3,1997,1751646.351,6560.608586,South Beach,Sold
6203,Condo,Chicago,4394,5,3,1995,1101959.275,6861.462631,Hyde Park,Sold
6204,Apartment,Chicago,3697,5,1,1954,270528.9566,6572.617931,Hyde Park,Rented
6205,Condo,Seattle,971,2,3,1974,1433471.425,7466.747884,Downtown,Sold
6206,Apartment,San Francisco,1765,5,3,1987,1296704.534,6174.989716,Downtown,Sold
6207,Townhouse,New York,3308,4,2,2003,1240257.613,4447.684063,Bronx,Sold
6208,Condo,Chicago,4982,5,1,2022,376317.0428,500.3934002,The Loop,Sold
6209,Condo,Los Angeles,1611,1,3,1994,1569067.552,2595.079051,Santa Monica,Sold
6210,Townhouse,Miami,1097,5,2,1988,699602.848,5001.824776,Little Havana,Rented
6211,Apartment,New York,1407,4,1,1977,522181.742,2841.262108,Bronx,Sold
6212,Condo,Seattle,3414,4,1,2002,1443816.83,3575.549984,Queen Anne,Rented
6213,Apartment,Miami,3716,2,3,2003,509178.5837,1309.306616,South Beach,Sold
6214,Condo,New York,1854,3,1,1969,1047594.135,7849.820576,Manhattan,Sold
6215,House,Chicago,4446,4,2,2004,703292.9332,1362.406236,Lincoln Park,Rented
6216,Condo,Chicago,3735,2,1,2014,1664607.747,1035.217801,Hyde Park,Sold
6217,Townhouse,San Francisco,3204,2,3,1971,1913311.893,4883.662378,Downtown,Sold
6218,Townhouse,Seattle,2889,5,3,2000,1666777.601,5161.628132,Queen Anne,Available
6219,Apartment,New York,4575,5,2,2021,854077.0096,4433.453774,Queens,Sold
6220,Condo,Seattle,4150,2,1,1961,409301.1439,3149.301629,Downtown,Sold
6221,Apartment,Los Angeles,963,1,2,2008,1426906.892,7432.258648,Santa Monica,Rented
6222,Apartment,Seattle,4438,2,1,2003,1817023.235,3075.857328,Downtown,Sold
6223,House,Chicago,1572,5,1,2002,862787.0088,2830.214088,Hyde Park,Sold
6224,House,San Francisco,973,4,1,1987,177469.3963,7588.798706,Mission District,Rented
6225,Townhouse,Chicago,1438,1,1,1961,336269.4465,7136.590222,The Loop,Sold
6226,Apartment,Miami,1810,3,3,2022,827060.9569,4075.882706,Little Havana,Sold
6227,Townhouse,Chicago,2840,4,3,1956,1048626.275,2455.235153,Hyde Park,Sold
6228,Condo,New York,4020,5,2,2017,652072.5639,1471.152052,Bronx,Rented
6229,Apartment,San Francisco,4556,4,1,1978,1026244.883,6492.942631,Mission District,Sold
6230,Apartment,New York,1586,4,2,1994,1921720.679,5946.189585,Brooklyn,Available
6231,Condo,Los Angeles,4029,5,2,1959,246383.3007,1292.169041,Hollywood,Sold
6232,Condo,Los Angeles,759,4,3,1953,1626668.067,6053.129731,Beverly Hills,Sold
6233,Townhouse,Chicago,2156,2,2,1973,1008036.7915,7232.174036,Hyde Park,Available
6234,Townhouse,San Francisco,3455,1,2,1975,1342014.698,918.70945,SoMa,Sold
6235,Condo,Seattle,4779,5,2,2005,1941809.152,3579.556381,Queen Anne,Rented
6236,Townhouse,San Francisco,3619,1,1,2021,973155.8892,3562.745333,Mission District,Rented
6237,Condo,San Francisco,1091,2,1,1972,282460.2978,6577.387041,SoMa,Rented
6238,Apartment,San Francisco,1932,5,2,1958,1673033.455,1392.032359,SoMa,Rented
6239,Apartment,Chicago,2987,2,2,1974,602955.0315,1635.566341,Lincoln Park,Sold
6240,House,New York,728,3,1,1981,1819903.386,3372.721314,Brooklyn,Available
6241,Apartment,Chicago,3279,3,1,1956,255683.3647,6888.211008,Lincoln Park,Sold
6242,Condo,Seattle,1868,3,2,2008,533170.6785,7899.944354,Queen Anne,Rented
6243,Townhouse,New York,2124,1,2,2008,1939331.549,4595.978816,Bronx,Sold
6244,House,Seattle,4479,3,1,2011,1772492.582,1683.615304,Queen Anne,Rented
6245,Townhouse,Miami,1239,3,1,1966,515769.714,7271.078517,Downtown,Available
6246,Condo,Miami,3674,2,1,1984,1575283.62,1716.878084,South Beach,Available
6247,Apartment,New York,3147,4,1,2007,263956.0459,3258.46128,Brooklyn,Sold
6248,House,Chicago,2570,4,2,1978,399923.3725,6055.53411,Lincoln Park,Available
6249,Condo,Seattle,2534,3,1,2012,446329.3437,947.4806048,Queen Anne,Available
6250,House,Seattle,4880,4,1,2005,182051.6651,4135.65561,Queen Anne,Sold
6251,House,Los Angeles,1685,3,1,2012,1020708.689,3554.424385,Hollywood,Sold
6252,Apartment,Seattle,1089,3,3,1996,842233.5667,7590.284189,Queen Anne,Available
6253,Condo,Chicago,4717,1,3,1964,1220225.095,4596.236549,Lincoln Park,Rented
6254,Townhouse,Los Angeles,1635,5,1,2006,1408568.222,7157.276512,Hollywood,Rented
6255,House,Chicago,3920,4,2,1956,1231146.814,1165.377587,The Loop,Sold
6256,House,San Francisco,3058,3,1,1967,1062526.173,4683.28393,Downtown,Sold
6257,Townhouse,Seattle,501,4,1,1955,257011.663,5689.433566,Capitol Hill,Sold
6258,Condo,San Francisco,1391,1,1,1992,1490836.145,1633.08568,SoMa,Sold
6259,House,Miami,3499,1,1,2006,687325.8272,6861.994906,South Beach,Rented
6260,House,Miami,4053,3,3,1990,569406.3558,7093.547714,Little Havana,Sold
6261,House,New York,4157,4,1,2000,1411962.647,5583.963943,Manhattan,Sold
6262,Condo,Seattle,1471,4,1,2010,939565.2056,4402.29217,Downtown,Sold
6263,Condo,Los Angeles,4649,4,3,1968,488590.0699,5705.708245,Hollywood,Sold
6264,Townhouse,San Francisco,4242,1,1,1970,1556437.816,2638.845765,SoMa,Sold
6265,Condo,Chicago,4704,2,2,1984,1632120.51,1330.323819,Hyde Park,Available
6266,Condo,Seattle,779,2,3,2020,1972045.162,4640.377702,Downtown,Rented
6267,Apartment,New York,2198,4,1,2003,989175.8678,4119.005668,Manhattan,Sold
6268,Townhouse,Chicago,3387,4,2,1975,169677.2143,3698.640545,Hyde Park,Sold
6269,House,San Francisco,3384,5,1,1990,1082787.122,1917.523764,Downtown,Rented
6270,Condo,Seattle,3785,3,1,1961,144184.7598,1927.018824,Downtown,Sold
6271,House,San Francisco,4079,1,2,1954,1900411.994,7889.345712,Downtown,Rented
6272,House,Seattle,2751,5,2,1975,432144.5367,7452.743103,Capitol Hill,Rented
6273,Apartment,Seattle,2856,4,2,1954,1858253.093,2397.814538,Downtown,Sold
6274,Condo,San Francisco,2431,2,1,1987,1905038.438,949.51623,Mission District,Rented
6275,Townhouse,San Francisco,3914,2,2,1955,1573367.785,2934.948591,SoMa,Rented
6276,Other,Chicago,2759,5,2,1950,265883.5071,6838.836183,The Loop,Rented
6277,House,New York,2578,2,1,1988,1004893.997,2175.576163,Queens,Rented
6278,Townhouse,San Francisco,4695,2,1,1998,773101.168,7880.67698,Mission District,Rented
6279,Condo,Miami,3214,3,1,1986,1658405.393,2027.589222,South Beach,Sold
6280,House,New York,1838,4,1,1950,674207.482,4685.09283,Brooklyn,Rented
6281,House,Miami,4189,5,3,1986,957382.954,7942.07723,Little Havana,Available
6282,Apartment,Chicago,1241,1,1,1968,1190013.847,1475.74265,Lincoln Park,Sold
6283,Apartment,San Francisco,1233,1,2,1986,167111.4447,1981.846043,Downtown,Sold
6284,Apartment,New York,2306,4,2,2005,1256873.813,4928.499394,Manhattan,Sold
6285,House,San Francisco,2878,1,1,2016,754101.7315,6420.257262,Downtown,Sold
6286,Condo,Seattle,3765,2,2,1984,1105436.726,5767.193838,Capitol Hill,Sold
6287,Apartment,San Francisco,2253,3,2,2022,337176.2103,4918.642434,Downtown,Rented
6288,Condo,New York,1524,5,3,1975,738059.681,3728.697483,Queens,Sold
6289,Apartment,San Francisco,1982,5,3,1995,1205417.575,6397.211479,Mission District,Sold
6290,Townhouse,San Francisco,2759,2,1,1984,1186002.002,1554.515636,Downtown,Available
6291,Townhouse,Los Angeles,4054,4,3,1971,400127.5367,2337.688295,Hollywood,Sold
6292,Apartment,Los Angeles,2279,3,2,1963,887924.4266,6419.756873,Santa Monica,Rented
6293,House,New York,4216,1,1,1978,1087054.902,2608.971305,Manhattan,Sold
6294,Apartment,New York,2616,5,1,2007,254327.6153,1536.6626,Bronx,Sold
6295,Apartment,Seattle,3039,5,2,1980,1238806.771,6822.236667,Capitol Hill,Rented
6296,House,Seattle,3465,4,2,1966,540266.5799,6265.514836,Downtown,Rented
6297,Townhouse,San Francisco,3260,3,2,1972,1848394.7,5291.547073,SoMa,Sold
6298,Condo,Miami,2954,1,2,2008,610233.3541,5419.175107,Downtown,Sold
6299,Apartment,New York,4254,5,3,1985,1595983.717,5478.224991,Manhattan,Available
6300,House,San Francisco,2445,5,2,2008,1206104.648,5979.482777,Mission District,Sold
6301,Apartment,Miami,3868,1,1,1951,1402159.321,2863.308553,Little Havana,Sold
6302,House,Los Angeles,3129,3,3,1961,1813347.879,6990.457272,Santa Monica,Sold
6303,Condo,Seattle,1028,3,1,1959,1710845.364,2447.389221,Downtown,Sold
6304,Condo,New York,4732,3,2,1951,342715.6573,3602.879664,Queens,Sold
6305,Townhouse,San Francisco,1971,5,2,1965,1874114.439,4328.250572,Downtown,Rented
6306,House,Los Angeles,2535,2,1,1985,363480.6639,6546.709757,Hollywood,Rented
6307,House,Chicago,4534,5,1,1998,701139.7487,3748.935605,Lincoln Park,Sold
6308,Townhouse,Los Angeles,1867,4,2,1985,1093953.493,4309.485816,Hollywood,Sold
6309,Townhouse,San Francisco,2219,4,3,1955,1873364.047,6892.041475,Downtown,Rented
6310,House,Seattle,1541,5,2,1951,1291653.202,7997.983563,Capitol Hill,Sold
6311,Townhouse,Miami,3987,5,3,1977,1762407.081,6449.058729,Little Havana,Sold
6312,Condo,Chicago,1059,1,2,1956,1101959.275,2762.66661,Hyde Park,Sold
6313,Apartment,Chicago,2064,3,3,1970,1522120.875,1324.168727,Hyde Park,Sold
6314,Condo,Seattle,2759,1,2,2011,1015623.397,5712.005645,Downtown,Rented
6315,Townhouse,Chicago,2300,4,1,1990,837226.7215,5651.571007,Lincoln Park,Rented
6316,House,New York,3770,4,1,1992,622820.6483,4166.93126,Queens,Rented
6317,House,San Francisco,2311,2,2,1957,1062526.173,5934.60943,Downtown,Sold
6318,Condo,Chicago,3581,3,2,1963,191268.8737,972.8150013,Lincoln Park,Sold
6319,House,Los Angeles,4762,3,3,1960,533482.5014,7957.747391,Hollywood,Sold
6320,Townhouse,Miami,646,4,3,1959,780829.0258,4131.445199,Little Havana,Sold
6321,Condo,San Francisco,4328,1,2,1978,1721423.262,4753.244441,Downtown,Available
6322,House,Seattle,2617,5,3,2004,814600.8778,4494.111248,Downtown,Rented
6323,Apartment,Los Angeles,3163,3,1,1951,555095.3906,4584.783511,Beverly Hills,Rented
6324,Apartment,New York,818,5,1,1950,1587115.591,6368.428459,Queens,Sold
6325,Townhouse,Chicago,4469,4,2,1996,1892002.296,1036.168323,The Loop,Sold
6326,Other,Los Angeles,4631,2,1,1967,1572089.616,7404.637372,Hollywood,Rented
6327,Townhouse,San Francisco,754,4,3,1984,338962.8342,3074.826108,SoMa,Sold
6328,Condo,Los Angeles,1836,5,2,2022,708627.5891,5188.064702,Santa Monica,Rented
6329,Apartment,New York,834,4,1,2011,1245495.111,933.7144481,Queens,Rented
6330,Condo,Miami,3591,3,2,1974,472429.3427,4164.931499,South Beach,Available
6331,House,Chicago,4893,5,1,1978,1309503.323,6611.81292,Hyde Park,Sold
6332,Townhouse,San Francisco,1544,5,1,1968,548452.7945,2850.135291,SoMa,Sold
6333,Townhouse,Chicago,2291,2,1,2021,1131151.209,3196.47041,Hyde Park,Rented
6334,Townhouse,Chicago,3019,3,1,2015,1442846.636,5331.830032,The Loop,Sold
6335,Condo,Seattle,1461,1,2,2018,1594944.096,1019.641323,Downtown,Sold
6336,Apartment,Chicago,4249,2,1,1959,1007546.152,3376.696731,Lincoln Park,Sold
6337,Condo,Los Angeles,3314,3,1,2021,1572038.096,6361.174818,Santa Monica,Rented
6338,Condo,Los Angeles,1089,1,1,1974,360492.9697,5518.352363,Beverly Hills,Rented
6339,House,Miami,2488,5,2,1976,1979714.244,4588.991455,South Beach,Sold
6340,House,New York,3339,2,1,2010,1567090.222,4891.664057,Bronx,Rented
6341,House,San Francisco,4365,5,1,1959,297852.642,2411.756903,Mission District,Rented
6342,Apartment,Los Angeles,2933,5,1,1985,1425377.541,7604.09499,Beverly Hills,Rented
6343,Apartment,Chicago,3489,5,2,1988,993002.2044,7973.181203,Hyde Park,Sold
6344,House,New York,4448,3,1,1956,913133.9331,1723.98199,Brooklyn,Sold
6345,House,San Francisco,2460,1,1,1964,1385566.269,1069.549227,Downtown,Sold
6346,Apartment,San Francisco,4694,3,2,1962,419002.088,1801.366252,SoMa,Sold
6347,Townhouse,San Francisco,1154,5,3,1982,1998915.446,2866.538082,Mission District,Sold
6348,Other,San Francisco,1578,2,2,2015,1134521.03,5832.7267,Downtown,Rented
6349,Apartment,Miami,3574,5,3,1960,1229806.938,4525.390059,Downtown,Sold
6350,Apartment,San Francisco,1855,1,3,1970,907867.4693,918.28842,Mission District,Sold
6351,House,New York,1958,3,3,1972,1251250.293,4271.409786,Brooklyn,Sold
6352,Townhouse,Los Angeles,3782,1,3,1993,1361623.086,4969.734972,Hollywood,Sold
6353,Apartment,New York,1419,3,3,2014,756441.5288,1501.587905,Manhattan,Rented
6354,House,Chicago,2246,1,2,2019,977961.0788,1145.523608,Hyde Park,Rented
6355,Condo,Seattle,2258,1,1,1985,585633.4786,3646.00602,Capitol Hill,Rented
6356,Condo,Miami,2331,3,2,2011,1566708.93,6313.898246,Downtown,Rented
6357,Apartment,Miami,1671,3,2,1991,1501010.793,1739.414248,Downtown,Available
6358,Condo,Chicago,3778,3,1,2018,1640774.481,1465.692997,Hyde Park,Sold
6359,Townhouse,New York,859,4,1,2001,1086948.085,6797.858261,Bronx,Sold
6360,Condo,New York,4310,1,2,1950,138193.1014,2421.972708,Bronx,Sold
6361,Condo,Chicago,1940,4,2,1979,463181.513,1392.558738,The Loop,Sold
6362,Townhouse,Seattle,3419,4,2,1950,838364.5091,7297.617458,Queen Anne,Rented
6363,Apartment,San Francisco,2219,5,2,1997,544951.6498,3376.441152,Mission District,Rented
6364,Apartment,San Francisco,3753,4,1,1963,1110227.303,3631.510584,Mission District,Sold
6365,Other,Los Angeles,1055,4,3,1980,1806427.25,7762.571383,Beverly Hills,Available
6366,Townhouse,New York,1733,3,2,2011,1502298.768,5788.084634,Queens,Sold
6367,Townhouse,New York,4420,3,3,1980,606438.9983,7334.994237,Brooklyn,Rented
6368,Condo,Chicago,4539,2,3,1956,855382.059,2780.323922,Lincoln Park,Rented
6369,Townhouse,Chicago,2797,1,2,1969,198709.244,5047.810545,Hyde Park,Rented
6370,House,San Francisco,2035,4,2,1980,111853.6839,3989.279674,Mission District,Sold
6371,Condo,New York,4558,4,1,1958,907754.8985,7992.783823,Bronx,Rented
6372,Apartment,New York,3802,1,3,1960,1483078.642,4139.30227,Bronx,Sold
6373,Apartment,Miami,1409,3,2,1955,1735535.678,5655.172199,Little Havana,Rented
6374,Apartment,Los Angeles,2461,3,2,1992,919804.6793,2011.538938,Hollywood,Sold
6375,Condo,Los Angeles,511,1,1,2008,442482.9597,1553.326005,Hollywood,Available
6376,House,San Francisco,1479,1,2,1967,596611.683,1241.85803,Downtown,Rented
6377,Townhouse,Seattle,772,3,3,1978,946406.5464,4792.854431,Capitol Hill,Rented
6378,Townhouse,New York,2497,1,2,1950,1334217.689,7052.698996,Brooklyn,Rented
6379,Apartment,Miami,2188,3,2,1993,1131379.192,7053.469936,South Beach,Rented
6380,Apartment,New York,2095,1,1,1982,1697168.266,1020.751567,Manhattan,Sold
6381,Condo,Chicago,3742,3,3,2016,135190.2104,6457.956002,Hyde Park,Rented
6382,House,San Francisco,2215,2,3,1987,1985040.914,7100.064639,Downtown,Available
6383,Townhouse,Seattle,4838,3,3,1990,1865491.796,6554.582989,Downtown,Rented
6384,Condo,Los Angeles,1701,3,2,1965,384307.5512,682.4946756,Beverly Hills,Sold
6385,Townhouse,New York,3345,4,2,1987,191517.723,5792.400251,Bronx,Rented
6386,Apartment,Seattle,756,3,2,2012,1273546.564,3284.221533,Queen Anne,Sold
6387,Townhouse,San Francisco,809,1,3,1958,1470667.327,5958.725159,Mission District,Sold
6388,House,Los Angeles,3063,5,3,1976,1003023.624,3941.549573,Beverly Hills,Rented
6389,House,New York,3917,1,3,1980,628704.4331,5524.599688,Brooklyn,Sold
6390,Apartment,Miami,1588,4,3,1964,1314392.286,2553.885232,South Beach,Sold
6391,House,San Francisco,1676,1,2,1978,1308089.615,1595.304133,Mission District,Sold
6392,House,New York,3597,2,1,1958,381831.1783,7412.704209,Manhattan,Available
6393,Condo,Los Angeles,3730,5,3,1993,1619023.724,5890.929841,Beverly Hills,Available
6394,Townhouse,Los Angeles,2224,5,1,2009,1524070.619,7577.123589,Beverly Hills,Available
6395,Apartment,Miami,3128,4,3,1988,261169.743,6553.383183,South Beach,Rented
6396,Apartment,San Francisco,4674,5,1,2000,978679.8526,2218.225518,SoMa,Available
6397,Apartment,San Francisco,3799,3,1,1989,847480.3826,5755.054919,Mission District,Sold
6398,Apartment,Seattle,1850,4,1,2012,978696.7988,4701.542023,Downtown,Sold
6399,Apartment,New York,1119,2,2,1955,976457.0888,2575.601904,Brooklyn,Rented
6400,House,Seattle,3048,5,1,1987,1095691.945,6995.336916,Downtown,Sold
6401,Condo,Los Angeles,2759,5,2,1981,626687.8869,6346.791328,Beverly Hills,Sold
6402,Apartment,Los Angeles,4558,4,1,1955,992306.3648,1463.19005,Beverly Hills,Sold
6403,Condo,Miami,1477,5,2,2003,289039.7527,4774.805256,Downtown,Available
6404,Condo,Miami,2037,5,3,2000,435707.1628,6262.603496,Downtown,Available
6405,House,San Francisco,4272,2,3,1983,267261.1225,1708.602643,Mission District,Sold
6406,Apartment,Seattle,4078,2,1,1958,453731.7311,7938.488937,Capitol Hill,Rented
6407,House,Los Angeles,3033,4,2,1954,108228.7584,5035.181998,Santa Monica,Sold
6408,Apartment,New York,977,5,3,2010,171878.4318,6963.133874,Bronx,Sold
6409,House,Chicago,4154,1,2,1955,1613605.485,4596.879062,Hyde Park,Available
6410,Condo,New York,2394,4,2,1999,478341.8808,2816.657807,Bronx,Rented
6411,Apartment,Miami,2880,2,3,1981,1087980.731,6766.208796,South Beach,Sold
6412,Townhouse,New York,2132,1,2,1968,803702.059,3855.46534,Manhattan,Sold
6413,Condo,Los Angeles,2540,5,2,2007,725155.0096,4869.799192,Beverly Hills,Rented
6414,Townhouse,Seattle,2065,4,2,1997,1728492.31,4817.723747,Downtown,Sold
6415,Condo,San Francisco,4625,4,3,1966,1023832.651,942.2587917,SoMa,Sold
6416,House,Seattle,4768,2,2,2009,1081929.703,3044.781003,Downtown,Rented
6417,Apartment,Chicago,3339,3,3,1959,972302.2109,3001.259206,Lincoln Park,Rented
6418,Condo,San Francisco,967,3,2,1999,610982.5419,827.7836957,Mission District,Available
6419,House,Chicago,2759,3,2,1987,1398177.911,1285.418086,The Loop,Rented
6420,Apartment,Chicago,2475,4,3,1989,189641.1678,4782.678684,The Loop,Sold
6421,Apartment,Los Angeles,3888,2,3,1952,634799.9752,2915.690342,Santa Monica,Rented
6422,Condo,Los Angeles,4720,2,2,1980,1356880.875,4263.793538,Hollywood,Sold
6423,Apartment,Miami,3243,3,2,1965,163492.587,4126.15969,Little Havana,Sold
6424,Condo,Miami,3074,1,1,1977,148844.7708,5406.872857,South Beach,Rented
6425,Apartment,Chicago,1919,3,2,1994,808253.7862,6872.060066,Lincoln Park,Sold
6426,Townhouse,Seattle,2377,4,3,1986,577238.9717,2201.734465,Downtown,Sold
6427,House,Miami,1526,1,2,1992,1431825.037,3211.849954,Little Havana,Rented
6428,Townhouse,Los Angeles,1100,2,1,2022,1536291.594,4678.986013,Beverly Hills,Sold
6429,Condo,Miami,4092,5,2,2022,168855.46,6061.139888,South Beach,Sold
6430,Townhouse,Chicago,1487,1,1,1977,929148.9899,3375.770446,Lincoln Park,Sold
6431,Condo,San Francisco,1105,2,3,2020,1892108.231,2488.463746,SoMa,Sold
6432,Apartment,Seattle,3247,1,3,2009,694629.4059,5565.069069,Capitol Hill,Rented
6433,Apartment,Seattle,638,3,2,2013,474220.1752,5479.027268,Downtown,Rented
6434,Condo,New York,2557,1,1,2009,1090465.933,6176.560129,Bronx,Sold
6435,Townhouse,Miami,4086,1,3,1985,956737.9369,4231.436017,South Beach,Sold
6436,Apartment,Seattle,4725,1,2,1996,517069.1456,1065.7129,Downtown,Sold
6437,House,Los Angeles,4996,4,3,1987,530861.8873,4914.496637,Beverly Hills,Sold
6438,Apartment,San Francisco,1744,4,2,2014,1404742.975,2856.886604,Mission District,Sold
6439,House,Los Angeles,1141,3,1,1983,713547.8965,7984.029953,Hollywood,Sold
6440,Townhouse,Miami,936,5,2,1971,1973453.542,4860.7246,Little Havana,Rented
6441,House,Chicago,1923,4,3,2000,650619.4698,3816.092367,Hyde Park,Rented
6442,House,New York,1636,5,2,2021,1140989.704,6214.911489,Manhattan,Rented
6443,House,New York,4221,4,3,1994,238936.039,7835.986792,Queens,Rented
6444,House,San Francisco,3789,2,1,2020,1123766.55,4201.092382,SoMa,Rented
